Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
TLT,89.705,Call,90,2026-02-27T16:30:00-06:00,7,"0.37 x 977","0.38 x 1021",0.37,683,bid,25200,5018,14225,10.23%,0.42297570661587,AUTO,N/A,"09:35:50 ET"
SPY,683.66,Put,675,2026-02-20T16:30:00-06:00,0,"0.38 x 148","0.39 x 678",0.38,1500,bid,57000,11808,54373,19.85%,-0.1060755274,MLAT,N/A,"09:35:55 ET"
SPY,683.66,Put,679,2026-02-20T16:30:00-06:00,0,"0.90 x 155","0.91 x 196",0.92,1500,ask,138000,14028,6189,18.25%,-0.2318634916,MLAT,N/A,"09:35:55 ET"
ETHA,14.705,Put,15.5,2026-02-27T16:30:00-06:00,7,"0.87 x 950","1.19 x 551",1.03,140,mid,14400,140,453,65.97%,-0.7006039224,MLET,N/A,"09:35:55 ET"
ETHA,14.705,Put,15.5,2026-02-20T16:30:00-06:00,0,"0.50 x 1980","1.25 x 1536",0.81,140,mid,11300,140,1014,68.03%,-0.9297439896,MLET,N/A,"09:35:55 ET"
TQQQ,48.69,Put,45,2026-02-27T16:30:00-06:00,7,"0.90 x 6","0.94 x 304",0.9,999,bid,89900,1192,8749,89.32%,-0.2407089886,SLAN,N/A,"09:35:55 ET"
ZSL,2.2126,Put,1,2027-01-15T16:30:00-06:00,329,"0.25 x 402","0.35 x 970",0.25,1388,bid,34700,2757,970,130.98%,-0.1000762958,AUTO,N/A,"09:35:59 ET"
UVXY,40.11,Call,55,2026-03-06T16:30:00-06:00,14,"1.10 x 35","1.81 x 127",1.51,121,mid,18200,1290,151,165.00%,0.20862685315645,MLET,N/A,"09:36:00 ET"
UVXY,40.11,Call,80,2026-03-06T16:30:00-06:00,14,"0.27 x 27","0.99 x 56",0.61,121,mid,7300,1299,90,213.19%,0.074737133240214,MLET,N/A,"09:36:00 ET"
TLT,89.705,Call,90,2026-02-27T16:30:00-06:00,7,"0.37 x 2910","0.38 x 115",0.37,444,bid,16400,5018,14225,10.23%,0.42297570661587,AUTO,N/A,"09:36:03 ET"
SILJ,34.94,Call,30,2026-03-20T16:30:00-05:00,28,"6.05 x 200","6.05 x 515",6.05,200,ask,121000,200,1925,71.95%,0.81020852641763,AUTO,N/A,"09:36:05 ET"
XLE,54.935,Put,52.5,2026-04-17T16:30:00-05:00,56,"1.30 x 21","1.38 x 489",1.3,420,bid,54600,421,4615,28.68%,-0.3144329035,AUTO,N/A,"09:36:10 ET"
QQQ,603.095,Put,550,2026-02-24T16:30:00-06:00,4,"0.07 x 180","0.09 x 200",0.09,1800,ask,16200,2023,4372,38.12%,-0.0097092472,AUTO,N/A,"09:36:22 ET"
IWM,263.04,Call,260,2026-02-20T16:30:00-06:00,0,"3.62 x 10","3.71 x 22",3.62,4200,bid,1520400,4252,33822,28.08%,0.79064608990991,MLFT,N/A,"09:36:23 ET"
IWM,263.04,Put,260,2026-02-20T16:30:00-06:00,0,"0.41 x 61","0.42 x 101",0.42,4200,ask,176400,8026,49121,27.11%,-0.2013550759,MLFT,N/A,"09:36:23 ET"
SLV,73.331,Put,60,2026-02-27T16:30:00-06:00,7,"0.19 x 102","0.21 x 241",0.21,5000,ask,105000,5432,7362,91.46%,-0.0492088201,SLFT,N/A,"09:36:26 ET"
QQQ,603.095,Call,607,2026-02-20T16:30:00-06:00,0,"1.09 x 213","1.10 x 368",1.1,936,ask,102900,7795,7872,20.11%,0.27282490309243,AUTO,N/A,"09:36:26 ET"
IBIT,38.05,Put,37.5,2026-02-27T16:30:00-06:00,7,"0.86 x 1","0.87 x 487",0.87,4998,ask,434800,25379,2772,55.33%,-0.4067388207,SLAN,N/A,"09:36:28 ET"
TQQQ,48.69,Put,50,2026-03-20T16:30:00-05:00,28,"4.05 x 3","4.20 x 1695",4.05,337,bid,136400,1174,13866,62.92%,-0.5213328149,AUTO,N/A,"09:36:33 ET"
TQQQ,48.69,Call,50,2026-02-20T16:30:00-06:00,0,"0.15 x 1953","0.17 x 1433",0.16,398,mid,6300,2545,15374,55.73%,0.18432085857979,SLAN,N/A,"09:36:33 ET"
GLD,463.85,Call,461,2026-03-02T16:30:00-06:00,10,"11.00 x 102","11.60 x 97",11.31,519,mid,586900,520,16,31.34%,0.56512846971473,MLET,ToOpen,"09:36:49 ET"
GLD,463.85,Call,461,2026-02-27T16:30:00-06:00,7,"10.25 x 138","10.75 x 160",10.5,519,mid,544900,532,107,33.05%,0.56860294635346,MLET,ToOpen,"09:36:49 ET"
TQQQ,48.69,Call,60,2026-03-20T16:30:00-05:00,28,"0.19 x 582","0.22 x 201",0.2,270,mid,5400,286,27580,48.70%,0.072100937117313,AUTO,N/A,"09:36:55 ET"
SPY,683.66,Put,640,2026-03-20T16:30:00-05:00,28,"3.77 x 259","3.80 x 1234",3.8,1456,ask,553200,10034,54520,24.74%,-0.1528481176,MESL,N/A,"09:36:57 ET"
SPY,683.66,Put,650,2026-02-27T16:30:00-06:00,7,"0.92 x 1240","0.93 x 213",0.92,2187,bid,201200,15360,190917,26.61%,-0.0805626131,MESL,N/A,"09:36:57 ET"
SPY,683.66,Put,640,2026-03-20T16:30:00-05:00,28,"3.77 x 311","3.80 x 1668",3.8,1612,ask,612500,10034,54520,24.74%,-0.1528481176,MESL,N/A,"09:36:58 ET"
SPY,683.66,Put,650,2026-02-27T16:30:00-06:00,7,"0.92 x 1988","0.93 x 213",0.92,2377,bid,218600,15360,190917,26.61%,-0.0805626131,MESL,N/A,"09:36:58 ET"
SPY,683.66,Put,650,2026-02-27T16:30:00-06:00,7,"0.92 x 1523","0.93 x 146",0.92,5268,bid,484600,15360,190917,26.61%,-0.0805626131,MLET,N/A,"09:36:58 ET"
SPY,683.66,Put,640,2026-03-20T16:30:00-05:00,28,"3.78 x 180","3.80 x 93",3.81,2657,ask,1012300,10034,54520,24.74%,-0.1528481176,MLET,N/A,"09:36:58 ET"
SPY,683.66,Put,650,2026-02-27T16:30:00-06:00,7,"0.91 x 423","0.93 x 294",0.92,1737,mid,159800,15360,190917,26.61%,-0.0805626131,MLET,N/A,"09:36:58 ET"
TQQQ,48.69,Put,50,2026-03-20T16:30:00-05:00,28,"4.05 x 475","4.10 x 746",4.05,779,bid,315400,1174,13866,62.92%,-0.5213328149,AUTO,N/A,"09:36:58 ET"
SPY,683.66,Put,600,2026-03-20T16:30:00-05:00,28,"1.37 x 204","1.39 x 4210",1.39,1415,ask,196600,1770,54453,30.72%,-0.0549058471,ISOI,N/A,"09:37:03 ET"
XLF,51.9,Call,70,2027-01-15T16:30:00-06:00,329,"0.18 x 867","0.19 x 220",0.18,867,bid,15600,999,7471,17.31%,0.053028999391061,AUTO,N/A,"09:37:09 ET"
UVXY,40.11,Call,55,2026-03-06T16:30:00-06:00,14,"1.10 x 37","1.76 x 150",1.47,122,mid,17900,1290,151,165.00%,0.20862685315645,MLET,N/A,"09:37:13 ET"
FXI,38.085,Put,36,2026-03-20T16:30:00-05:00,28,"0.33 x 81","0.40 x 1821",0.37,400,mid,14800,472,25965,27.17%,-0.2086926466,MLAT,N/A,"09:37:14 ET"
FXI,38.085,Put,38,2026-03-20T16:30:00-05:00,28,"0.94 x 69","1.01 x 343",0.97,400,mid,38800,406,80205,24.91%,-0.4638530495,MLAT,N/A,"09:37:14 ET"
EEM,61.19,Call,53,2026-02-20T16:30:00-06:00,0,"8.30 x 113","8.30 x 290",8.3,113,ask,93700,113,171,169.46%,0.95312986991832,AUTO,N/A,"09:37:24 ET"
UVIX,6.52,Put,7,2026-02-20T16:30:00-06:00,0,"0.11 x 1167","0.63 x 150",0.63,150,ask,9400,157,1360,249.48%,-0.6853487369,ISOI,N/A,"09:37:26 ET"
HYG,80.885,Put,79,2026-04-17T16:30:00-05:00,56,"0.36 x 305","0.37 x 603",0.36,154,bid,5500,8669,420057,8.83%,-0.2212072865,AUTO,N/A,"09:37:26 ET"
EWZ,38.47,Call,36,2027-01-15T16:30:00-06:00,329,"6.25 x 801","6.60 x 801",6.35,300,mid,190500,300,2827,43.26%,0.5918929247056,SLAN,N/A,"09:37:34 ET"
UVXY,40.11,Call,80,2026-03-06T16:30:00-06:00,14,"0.33 x 16","0.69 x 130",0.51,673,mid,34300,1299,90,213.19%,0.074737133240214,MLET,N/A,"09:37:43 ET"
UVXY,40.11,Call,55,2026-03-06T16:30:00-06:00,14,"1.17 x 28","1.52 x 91",1.35,673,mid,90800,1290,151,165.00%,0.20862685315645,MLET,N/A,"09:37:43 ET"
UNG,11.85,Call,12,2026-03-27T16:30:00-05:00,35,"0.67 x 2755","1.00 x 739",0.75,350,mid,26200,350,1643,54.64%,0.51247542945516,SLAN,N/A,"09:37:47 ET"
XLE,54.935,Call,60,2026-03-20T16:30:00-05:00,28,"0.33 x 22","0.34 x 1598",0.33,500,bid,16500,603,22780,29.06%,0.14936114574538,AUTO,N/A,"09:37:49 ET"
FXI,38.085,Call,38,2026-03-06T16:30:00-06:00,14,"0.82 x 64","0.90 x 69",0.85,1000,mid,85000,1000,33,26.47%,0.53543111625541,SLFT,ToOpen,"09:37:52 ET"
IBIT,38.05,Call,38,2026-02-20T16:30:00-06:00,0,"0.30 x 584","0.32 x 200",0.3,803,bid,24000,2815,24318,37.09%,0.5330627074922,AUTO,N/A,"09:37:57 ET"
KWEB,32.04,Call,40,2026-06-18T16:30:00-05:00,118,"0.43 x 17","0.45 x 234",0.45,400,ask,18000,507,17261,33.23%,0.15462810087388,AUTO,N/A,"09:38:04 ET"
HYG,80.885,Put,80,2026-04-17T16:30:00-05:00,56,"0.51 x 340","0.55 x 609",0.55,1304,ask,71700,20002,186299,7.95%,-0.3297800267,AUTO,N/A,"09:38:07 ET"
EEM,61.19,Call,57,2026-04-17T16:30:00-05:00,56,"4.90 x 1","5.60 x 513",5.15,106,mid,54500,113,572,25.89%,0.77950137272923,SLAN,N/A,"09:38:14 ET"
IWM,263.04,Put,251,2026-03-20T16:30:00-05:00,28,"3.53 x 483","3.56 x 66",3.53,3613,bid,1275300,10243,54530,29.14%,-0.2604344697,AUTO,N/A,"09:38:21 ET"
IWM,263.04,Put,251,2026-03-20T16:30:00-05:00,28,"3.52 x 116","3.55 x 20",3.52,1661,bid,584600,10243,54530,29.14%,-0.2604344697,AUTO,N/A,"09:38:21 ET"
IWM,263.04,Put,251,2026-03-20T16:30:00-05:00,28,"3.51 x 611","3.52 x 52",3.52,532,ask,187200,10243,54530,29.14%,-0.2604344697,AUTO,N/A,"09:38:22 ET"
IWM,263.04,Put,251,2026-03-20T16:30:00-05:00,28,"3.51 x 440","3.52 x 197",3.51,1068,bid,374800,10243,54530,29.14%,-0.2604344697,ISOI,N/A,"09:38:22 ET"
ZSL,2.2126,Call,2,2026-03-20T16:30:00-05:00,28,"0.40 x 1308","0.45 x 710",0.42,132,mid,5500,292,31966,129.15%,0.68050655447064,AUTO,N/A,"09:38:22 ET"
IWM,263.04,Put,251,2026-03-20T16:30:00-05:00,28,"3.49 x 35","3.51 x 760",3.51,760,ask,266700,10243,54530,29.14%,-0.2604344697,AUTO,N/A,"09:38:24 ET"
SLV,73.331,Put,70,2026-04-17T16:30:00-05:00,56,"5.95 x 1081","6.10 x 1143",5.95,5000,bid,2975000,7034,28566,68.69%,-0.3729221053,TLCT,N/A,"09:38:24 ET"
GUSH,30.64,Call,20,2026-02-20T16:30:00-06:00,0,"10.00 x 661","11.50 x 895",10.72,116,mid,124300,290,2004,460.72%,0.97141131065093,TLET,N/A,"09:38:37 ET"
GUSH,30.64,Call,20,2026-02-20T16:30:00-06:00,0,"10.00 x 661","11.50 x 1476",10.73,174,mid,186700,290,2004,460.72%,0.97141131065093,TLET,N/A,"09:38:37 ET"
TQQQ,48.69,Put,48.5,2026-02-20T16:30:00-06:00,0,"0.50 x 88","0.51 x 30",0.52,407,ask,21100,873,3330,61.78%,-0.4441613559,AUTO,N/A,"09:38:39 ET"
IWM,263.04,Put,250,2026-03-20T16:30:00-05:00,28,"3.20 x 143","3.23 x 629",3.23,2266,ask,731900,11346,114669,29.44%,-0.2465596541,AUTO,N/A,"09:38:42 ET"
IWM,263.04,Put,250,2026-03-20T16:30:00-05:00,28,"3.21 x 117","3.24 x 406",3.23,918,mid,296500,11346,114669,29.44%,-0.2465596541,AUTO,N/A,"09:38:43 ET"
IWM,263.04,Put,250,2026-03-20T16:30:00-05:00,28,"3.21 x 147","3.24 x 100",3.24,855,ask,277000,11346,114669,29.44%,-0.2465596541,AUTO,N/A,"09:38:43 ET"
IWM,263.04,Put,250,2026-03-20T16:30:00-05:00,28,"3.21 x 216","3.24 x 21",3.24,2152,ask,697200,11346,114669,29.44%,-0.2465596541,AUTO,N/A,"09:38:43 ET"
IWM,263.04,Put,250,2026-03-20T16:30:00-05:00,28,"3.21 x 224","3.25 x 110",3.25,3775,ask,1226800,11346,114669,29.44%,-0.2465596541,AUTO,N/A,"09:38:43 ET"
TQQQ,48.69,Put,46,2026-02-20T16:30:00-06:00,0,"0.07 x 775","0.08 x 1292",0.08,3000,ask,24000,3483,13078,80.74%,-0.084114774,SLAN,N/A,"09:38:44 ET"
CWEB,34.76,Call,52,2026-07-17T16:30:00-05:00,147,"0.90 x 19","2.05 x 366",1.6,710,mid,113600,710,710,64.98%,0.23130206262773,AUTO,N/A,"09:38:52 ET"
GLD,463.85,Call,445,2026-02-20T16:30:00-06:00,0,"18.60 x 128","18.60 x 657",18.6,997,ask,1854400,1018,15216,0.00%,0,AUTO,N/A,"09:38:56 ET"
OILK,42.67,Call,46,2026-05-15T16:30:00-05:00,84,"1.10 x 43","3.70 x 46",3.7,159,ask,58800,210,0,59.82%,0.46466199525078,ISOI,BuyToOpen,"09:38:58 ET"
EWY,138.8,Put,130,2026-03-20T16:30:00-05:00,28,"3.60 x 1220","4.00 x 396",3.6,490,bid,176400,508,2195,48.08%,-0.2891998897,ISOI,N/A,"09:39:18 ET"
TLT,89.675,Put,89.5,2026-03-27T16:30:00-05:00,35,"1.07 x 143","1.09 x 7414",1.09,400,ask,43600,719,160,11.36%,-0.4520736736,AUTO,N/A,"09:39:20 ET"
IWM,263.28,Put,250,2026-02-27T16:30:00-06:00,7,"0.83 x 44","0.85 x 52",0.83,4000,bid,332000,34044,32270,32.81%,-0.1206471226,MLCT,N/A,"09:39:28 ET"
IWM,263.28,Put,263,2026-02-27T16:30:00-06:00,7,"3.90 x 62","3.95 x 23",3.94,2000,mid,788000,2125,13332,26.10%,-0.4767668619,MLCT,N/A,"09:39:28 ET"
SPY,684.715,Put,600,2026-03-20T16:30:00-05:00,28,"1.43 x 99","1.44 x 2970",1.44,3185,ask,458600,16450,54453,30.94%,-0.0541441492,AUTO,N/A,"09:39:35 ET"
SPY,684.715,Put,600,2026-03-20T16:30:00-05:00,28,"1.43 x 136","1.44 x 44",1.44,3088,ask,444600,16450,54453,30.94%,-0.0541441492,AUTO,N/A,"09:39:35 ET"
WEAT,21.8701,Call,22,2027-01-15T16:30:00-06:00,329,"2.45 x 102","2.50 x 153",2.5,138,ask,34500,1002,588,27.01%,0.59160541022867,AUTO,N/A,"09:39:38 ET"
WEAT,21.8701,Call,22,2027-01-15T16:30:00-06:00,329,"2.35 x 5","2.50 x 153",2.49,411,mid,102300,1002,588,27.01%,0.59160541022867,SLAN,N/A,"09:39:38 ET"
WEAT,21.8701,Call,22,2027-01-15T16:30:00-06:00,329,"2.35 x 5","2.50 x 153",2.48,108,mid,26700,1002,588,27.01%,0.59160541022867,SLAN,N/A,"09:39:38 ET"
TLT,89.675,Put,89.5,2026-02-27T16:30:00-06:00,7,"0.38 x 251","0.39 x 87",0.38,423,bid,16000,2054,1519,9.95%,-0.4310768294,MESL,N/A,"09:39:46 ET"
TLT,89.675,Put,89.5,2026-02-20T16:30:00-06:00,0,"0.06 x 297","0.07 x 1005",0.07,1005,ask,7000,3085,21528,7.66%,-0.3063716278,MESL,N/A,"09:39:46 ET"
TLT,89.675,Put,89.5,2026-02-27T16:30:00-06:00,7,"0.38 x 46","0.39 x 492",0.38,1227,bid,46600,2054,1519,9.95%,-0.4310768294,MESL,N/A,"09:39:46 ET"
GLD,464.88,Call,480,2026-02-20T16:30:00-06:00,0,"0.08 x 2599","0.10 x 95",0.08,1000,bid,8000,3177,45741,31.14%,0.024776024723055,AUTO,N/A,"09:39:48 ET"
SPY,684.715,Put,600,2026-03-20T16:30:00-05:00,28,"1.42 x 481","1.43 x 248",1.43,1296,ask,185300,16450,54453,30.94%,-0.0541441492,ISOI,N/A,"09:39:49 ET"
GLD,464.88,Call,480,2026-02-20T16:30:00-06:00,0,"0.08 x 1599","0.10 x 123",0.08,1000,bid,8000,3177,45741,31.14%,0.024776024723055,AUTO,N/A,"09:39:51 ET"
WEAT,21.8701,Call,22,2027-01-15T16:30:00-06:00,329,"2.35 x 5","2.55 x 26",2.5,241,mid,60200,1002,588,27.01%,0.59160541022867,SLFT,N/A,"09:39:56 ET"
CORN,17.585,Call,19,2026-08-21T16:30:00-05:00,182,"0.70 x 16","0.75 x 489",0.75,437,ask,32700,2019,1520,24.63%,0.3994369968212,AUTO,N/A,"09:40:01 ET"
CORN,17.585,Call,19,2026-08-21T16:30:00-05:00,182,"0.70 x 177","0.75 x 1",0.75,588,ask,44100,2019,1520,24.63%,0.3994369968212,AUTO,N/A,"09:40:01 ET"
CORN,17.585,Call,19,2026-08-21T16:30:00-05:00,182,"0.75 x 212","0.80 x 732",0.75,209,bid,15600,2019,1520,24.63%,0.3994369968212,SLAN,N/A,"09:40:01 ET"
SPY,684.715,Put,600,2026-03-20T16:30:00-05:00,28,"1.41 x 129","1.42 x 162",1.42,4445,ask,631100,16450,54453,30.94%,-0.0541441492,AUTO,N/A,"09:40:05 ET"
IWM,263.28,Put,251,2026-03-20T16:30:00-05:00,28,"3.43 x 7178","3.48 x 154",3.43,1821,bid,624600,12449,54530,28.85%,-0.2549189649,AUTO,N/A,"09:40:09 ET"
UVXY,40.11,Call,35,2026-02-27T16:30:00-06:00,7,"5.75 x 80","6.40 x 284",5.75,200,bid,115000,201,309,113.07%,0.82975215624656,AUTO,N/A,"09:40:12 ET"
EEM,61.36,Call,59,2026-02-20T16:30:00-06:00,0,"2.20 x 343","2.20 x 200",2.2,200,ask,44000,202,68301,0.00%,0,AUTO,N/A,"09:40:16 ET"
SLV,73.825,Call,101,2026-03-20T16:30:00-05:00,28,"0.78 x 365","0.80 x 736",0.8,1049,ask,83900,1073,5734,84.93%,0.11450059642281,AUTO,N/A,"09:40:20 ET"
TQQQ,49.24,Put,45,2026-02-27T16:30:00-06:00,7,"0.85 x 812","0.91 x 252",0.86,2000,mid,172000,4831,8749,88.05%,-0.2105190157,SLAN,N/A,"09:40:22 ET"
CORN,17.585,Call,21,2026-08-21T16:30:00-05:00,182,"0.20 x 16","0.45 x 330",0.45,645,ask,29000,2001,47,28.11%,0.2405061819975,AUTO,N/A,"09:40:23 ET"
CORN,17.585,Call,21,2026-08-21T16:30:00-05:00,182,"0.45 x 145","0.50 x 691",0.45,604,bid,27100,2001,47,28.11%,0.2405061819975,AUTO,N/A,"09:40:23 ET"
GDX,105.54,Put,90,2026-03-20T16:30:00-05:00,28,"1.15 x 500","1.16 x 755",1.15,500,bid,57500,534,26742,55.11%,-0.1278889127,AUTO,N/A,"09:40:25 ET"
IBIT,38.01,Call,38,2026-02-20T16:30:00-06:00,0,"0.32 x 888","0.34 x 190",0.32,470,bid,15000,7068,24318,37.21%,0.51131364912224,AUTO,N/A,"09:40:25 ET"
COPX,86.9785,Put,90,2026-02-20T16:30:00-06:00,0,"3.20 x 200","3.70 x 112",3.2,200,bid,64000,504,4003,59.35%,-0.8624683042,AUTO,N/A,"09:40:26 ET"
TQQQ,49.24,Put,45,2026-02-27T16:30:00-06:00,7,"0.86 x 715","0.90 x 320",0.86,838,bid,72000,4831,8749,88.05%,-0.2105190157,ISOI,N/A,"09:40:34 ET"
CORN,17.585,Call,21,2026-08-21T16:30:00-05:00,182,"0.25 x 5","0.50 x 105",0.45,197,mid,8800,2001,47,28.11%,0.2405061819975,SLFT,N/A,"09:40:37 ET"
CORN,17.585,Call,20,2026-08-21T16:30:00-05:00,182,"0.55 x 227","0.60 x 456",0.6,447,ask,26800,2178,1722,25.51%,0.29985945479453,AUTO,N/A,"09:40:38 ET"
CORN,17.585,Call,20,2026-08-21T16:30:00-05:00,182,"0.30 x 62","0.60 x 558",0.6,526,ask,31500,2178,1722,25.51%,0.29985945479453,AUTO,N/A,"09:40:38 ET"
CORN,17.585,Call,20,2026-08-21T16:30:00-05:00,182,"0.30 x 60","0.60 x 262",0.6,224,ask,13400,2178,1722,25.51%,0.29985945479453,AUTO,N/A,"09:40:38 ET"
CORN,17.585,Call,20,2026-08-21T16:30:00-05:00,182,"0.30 x 13","0.60 x 195",0.6,247,ask,14800,2178,1722,25.51%,0.29985945479453,AUTO,N/A,"09:40:38 ET"
CORN,17.585,Call,20,2026-08-21T16:30:00-05:00,182,"0.55 x 139","0.60 x 195",0.6,139,ask,8300,2178,1722,25.51%,0.29985945479453,AUTO,N/A,"09:40:39 ET"
XLV,156.38,Call,150,2026-02-20T16:30:00-06:00,0,"6.40 x 145","6.65 x 149",6.57,382,mid,250900,486,848,58.16%,0.91869454054509,SLAN,N/A,"09:40:44 ET"
CORN,17.585,Call,19,2026-08-21T16:30:00-05:00,182,"0.30 x 23","0.80 x 166",0.75,357,mid,26700,2019,1520,24.63%,0.3994369968212,AUTO,N/A,"09:41:01 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.56 x 421","0.59 x 455",0.6,246,ask,14700,3238,6979,55.91%,0.57382349506111,SLAI,N/A,"09:41:02 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.58 x 1075","0.59 x 1424",0.59,223,ask,13100,3238,6979,55.91%,0.57382349506111,AUTO,N/A,"09:41:02 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.58 x 1","0.59 x 1548",0.59,261,ask,15300,3238,6979,55.91%,0.57382349506111,AUTO,N/A,"09:41:02 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.56 x 373","0.59 x 1524",0.59,273,ask,16100,3238,6979,55.91%,0.57382349506111,AUTO,N/A,"09:41:02 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.56 x 880","0.59 x 1524",0.59,513,ask,30200,3238,6979,55.91%,0.57382349506111,AUTO,N/A,"09:41:02 ET"
SQQQ,71.65,Call,100,2026-03-06T16:30:00-06:00,14,"0.40 x 1073","0.50 x 170",0.5,170,ask,8500,207,364,110.78%,0.077554795809787,AUTO,N/A,"09:41:06 ET"
DIA,492.062,Put,470,2026-03-31T16:30:00-05:00,39,"4.20 x 98","4.30 x 130",4.3,130,ask,55900,130,226,20.44%,-0.2210893718,AUTO,N/A,"09:41:06 ET"
TQQQ,49.24,Put,45,2026-02-27T16:30:00-06:00,7,"0.85 x 10","0.90 x 26",0.87,340,mid,29500,4831,8749,88.05%,-0.2105190157,SLAN,N/A,"09:41:06 ET"
EWZ,38.61,Call,44,2027-01-15T16:30:00-06:00,329,"3.00 x 799","3.20 x 799",3.18,300,mid,95400,300,1020,40.19%,0.37927997598529,SLAN,N/A,"09:41:09 ET"
XLP,87.38,Put,86,2026-03-20T16:30:00-05:00,28,"1.15 x 8","1.20 x 90",1.15,102,bid,11700,470,34369,19.00%,-0.3586763122,SLAN,N/A,"09:41:17 ET"
USO,80.78,Call,85,2026-03-20T16:30:00-05:00,28,"3.50 x 142","3.65 x 16",3.61,393,mid,141800,554,10820,59.23%,0.41628417274481,MLET,N/A,"09:41:23 ET"
USO,80.78,Call,105,2026-03-20T16:30:00-05:00,28,"0.93 x 159","1.06 x 105",0.96,393,mid,37700,506,8294,74.89%,0.1256516748281,MLET,N/A,"09:41:23 ET"
MSTX,2.3599,Call,12,2028-01-21T16:30:00-06:00,700,"0.65 x 84","0.70 x 446",0.7,446,ask,31200,447,315,124.02%,0.48034778431335,AUTO,BuyToOpen,"09:41:28 ET"
GLD,464.88,Call,470,2026-02-20T16:30:00-06:00,0,"0.21 x 70","0.28 x 55",0.28,500,ask,14000,1209,10273,18.68%,0.13267599261829,AUTO,N/A,"09:41:29 ET"
SLV,73.825,Call,75.5,2026-02-20T16:30:00-06:00,0,"0.12 x 1420","0.13 x 522",0.12,1000,bid,12000,1985,1679,43.10%,0.16199943598544,AUTO,N/A,"09:41:32 ET"
USO,80.78,Call,88,2026-02-25T16:30:00-06:00,5,"0.50 x 497","0.52 x 111",0.5,497,bid,24800,507,295,68.51%,0.15351538948249,AUTO,SellToOpen,"09:41:45 ET"
IBIT,38.01,Put,38,2026-02-20T16:30:00-06:00,0,"0.27 x 1","0.29 x 1067",0.28,305,mid,8500,4793,20189,36.38%,-0.48897998,AUTO,N/A,"09:41:52 ET"
KWEB,32.125,Call,33,2026-03-20T16:30:00-05:00,28,"0.69 x 2324","0.80 x 91",0.79,200,mid,15800,579,6448,32.00%,0.4100503050976,AUTO,N/A,"09:41:54 ET"
TQQQ,49.24,Call,50,2026-02-20T16:30:00-06:00,0,"0.16 x 1317","0.19 x 54",0.18,300,mid,5400,3468,15374,53.14%,0.29550237885445,AUTO,N/A,"09:42:04 ET"
IBIT,38.01,Call,38,2026-02-20T16:30:00-06:00,0,"0.30 x 1031","0.31 x 187",0.3,882,bid,26400,7068,24318,37.21%,0.51131364912224,AUTO,N/A,"09:42:04 ET"
QQQ,605.22,Call,607,2026-02-20T16:30:00-06:00,0,"1.34 x 373","1.35 x 880",1.35,984,ask,132800,13988,7872,18.82%,0.38717160624765,AUTO,N/A,"09:42:08 ET"
IBIT,38.01,Put,38,2026-02-20T16:30:00-06:00,0,"0.25 x 1006","0.27 x 201",0.25,560,bid,14000,4793,20189,36.38%,-0.48897998,AUTO,N/A,"09:42:08 ET"
XLP,87.38,Put,86,2026-03-20T16:30:00-05:00,28,"1.05 x 127","1.18 x 226",1.15,134,mid,15400,470,34369,19.00%,-0.3586763122,SLAN,N/A,"09:42:09 ET"
IBIT,38.01,Call,42,2026-03-20T16:30:00-05:00,28,"0.74 x 1842","0.75 x 150",0.75,1338,ask,100300,2230,25035,48.90%,0.25825709605282,AUTO,N/A,"09:42:09 ET"
QQQ,605.22,Call,609,2026-02-20T16:30:00-06:00,0,"0.79 x 146","0.80 x 1",0.8,990,ask,79200,15087,5332,17.78%,0.25454910393763,AUTO,N/A,"09:42:10 ET"
XLP,87.38,Put,84,2026-03-20T16:30:00-05:00,28,"0.62 x 855","0.62 x 33",0.62,150,ask,9300,419,64540,20.21%,-0.2217803628,AUTO,N/A,"09:42:15 ET"
XLE,55.03,Call,55,2026-02-27T16:30:00-06:00,7,"0.90 x 470","0.90 x 131",0.9,470,ask,42300,633,6228,28.15%,0.51675400765283,AUTO,N/A,"09:42:18 ET"
IWM,263.28,Call,267,2026-02-20T16:30:00-06:00,0,"0.22 x 1311","0.23 x 540",0.23,540,ask,12400,13457,17301,23.01%,0.12265897931783,AUTO,N/A,"09:42:19 ET"
TQQQ,49.24,Call,53,2026-02-27T16:30:00-06:00,7,"0.41 x 778","0.48 x 15",0.45,200,mid,9000,307,7720,59.79%,0.20073688259319,SLAN,N/A,"09:42:25 ET"
COPX,86.9785,Put,90,2026-02-20T16:30:00-06:00,0,"3.00 x 200","3.60 x 216",3,200,bid,60000,504,4003,59.35%,-0.8624683042,AUTO,N/A,"09:42:36 ET"
TQQQ,49.24,Call,52,2026-02-27T16:30:00-06:00,7,"0.72 x 656","0.75 x 240",0.75,430,ask,32200,668,6070,63.71%,0.28564174645986,AUTO,N/A,"09:42:37 ET"
