Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
EGO,42.9799,Call,45,2026-12-18T16:30:00-06:00,301,"6.30 x 648","8.10 x 20",8.1,140,ask,113400,800,202,54.68%,0.58375855900325,AUTO,N/A,"09:31:09 ET"
CELH,47.075,Call,39,2026-03-06T16:30:00-06:00,14,"9.25 x 186","9.65 x 10",9.65,640,ask,617600,1480,16123,127.36%,0.81187826800992,AUTO,N/A,"09:31:10 ET"
PLTR,132.148,Put,140,2026-02-20T16:30:00-06:00,0,"8.45 x 14","8.65 x 38",8.65,592,ask,512000,680,10113,79.51%,-0.9157750151,AUTO,N/A,"09:31:10 ET"
OXY,51.73,Call,65,2026-06-18T16:30:00-05:00,118,"0.75 x 250","0.80 x 90",0.75,250,bid,18700,1105,1982,36.18%,0.1630892826119,AUTO,N/A,"09:31:11 ET"
RBRK,53.19,Put,60,2026-02-20T16:30:00-06:00,0,"6.20 x 108","7.00 x 18",6.6,125,mid,82500,161,536,0.00%,0,AUTO,N/A,"09:31:12 ET"
BTG,5.155,Call,7.5,2027-01-15T16:30:00-06:00,329,"0.60 x 1373","0.65 x 4172",0.62,4500,mid,279000,5501,41069,63.94%,0.38312200713838,AUTO,N/A,"09:31:12 ET"
EGO,42.9799,Call,45,2026-12-18T16:30:00-06:00,301,"8.10 x 69","10.00 x 5",8.12,318,mid,258200,800,202,54.68%,0.58375855900325,SLAN,N/A,"09:31:13 ET"
OPEN,5.2125,Call,5,2026-05-15T16:30:00-05:00,84,"1.08 x 2948","1.20 x 173",1.2,173,ask,20700,241,4362,103.56%,0.6365957239237,AUTO,N/A,"09:31:14 ET"
DASH,174.265,Put,170,2026-03-20T16:30:00-05:00,28,"6.65 x 94","8.00 x 300",8,300,ask,240000,300,500,53.59%,-0.3988680862,AUTO,N/A,"09:31:16 ET"
OWL,10.64,Put,10,2026-02-20T16:30:00-06:00,0,"0.05 x 1207","0.10 x 421",0.1,3683,ask,36800,12476,1978,181.85%,-0.2411040736,AUTO,N/A,"09:31:16 ET"
UNH,289.68,Call,500,2026-06-18T16:30:00-05:00,118,"0.50 x 200","0.70 x 5",0.5,200,bid,10000,202,8954,43.94%,0.019957356574307,AUTO,N/A,"09:31:17 ET"
SLS,4.0986,Call,3,2028-01-21T16:30:00-06:00,700,"2.10 x 1","3.10 x 61",3.1,282,ask,87400,283,5794,113.29%,0.84756005635772,AUTO,N/A,"09:31:17 ET"
BTG,5.155,Call,5.5,2026-05-15T16:30:00-05:00,84,"0.50 x 84","0.50 x 5",0.5,790,ask,39500,1245,15545,64.01%,0.48186493367314,AUTO,N/A,"09:31:18 ET"
BHP,75.21,Call,75,2026-03-20T16:30:00-05:00,28,"2.70 x 200","2.70 x 170",2.7,200,ask,54000,201,1832,32.12%,0.52208184963966,AUTO,N/A,"09:31:18 ET"
SBSW,15.42,Call,17,2028-01-21T16:30:00-06:00,700,"5.00 x 400","7.50 x 1705",5,400,bid,200000,400,1047,67.56%,0.62927145416396,AUTO,N/A,"09:31:19 ET"
PBR,15.71,Call,20,2026-03-27T16:30:00-05:00,35,"0.01 x 33","0.08 x 1160",0.08,1160,ask,9200,1160,0,51.61%,0.075511540377659,AUTO,BuyToOpen,"09:31:19 ET"
TSLA,407.865,Call,500,2026-04-02T16:30:00-05:00,41,"2.19 x 96","2.20 x 996",2.2,996,ask,219100,7645,9580,41.14%,0.084090277671367,AUTO,N/A,"09:31:24 ET"
SNAP,4.9265,Call,7,2026-09-18T16:30:00-05:00,210,"0.55 x 200","0.55 x 351",0.55,200,ask,11000,200,8308,74.10%,0.37935869220413,AUTO,N/A,"09:31:24 ET"
GOOG,307.455,Call,310,2026-02-20T16:30:00-06:00,0,"0.49 x 200","0.50 x 23",0.49,200,bid,9800,4026,7484,31.99%,0.31481122501156,AUTO,N/A,"09:31:25 ET"
LCID,9.65,Call,5,2026-02-20T16:30:00-06:00,0,"4.15 x 1476","4.55 x 280",4.55,280,ask,127400,280,292,868.70%,0.95377855799018,AUTO,N/A,"09:31:25 ET"
NOK,7.62,Call,8,2026-05-15T16:30:00-05:00,84,"0.52 x 95","0.52 x 50",0.52,411,ask,21300,469,708,45.44%,0.4634683755236,AUTO,N/A,"09:31:25 ET"
MSFT,395.68,Put,400,2026-02-20T16:30:00-06:00,0,"4.80 x 22","5.00 x 321",5,321,ask,160500,2264,9206,26.95%,-0.7781219857,AUTO,N/A,"09:31:25 ET"
CLSK,9.785,Put,9,2026-02-27T16:30:00-06:00,7,"0.25 x 2004","0.43 x 4574",0.25,217,bid,5400,327,2707,107.84%,-0.2614780497,AUTO,N/A,"09:31:26 ET"
NBIS,105.205,Call,120,2026-06-18T16:30:00-05:00,118,"16.00 x 205","16.00 x 150",16,150,ask,240000,150,1394,87.86%,0.50410016939057,AUTO,N/A,"09:31:26 ET"
GOOGL,306.93,Put,300,2026-02-20T16:30:00-06:00,0,"0.41 x 5","0.44 x 438",0.44,394,ask,17300,1398,10923,35.92%,-0.107983444,ISOI,N/A,"09:31:27 ET"
MSFT,395.68,Call,425,2026-03-20T16:30:00-05:00,28,"3.10 x 74","3.25 x 141",3.2,500,mid,160000,536,10009,27.78%,0.19375817533749,AUTO,N/A,"09:31:27 ET"
BMNR,19.9696,Put,21,2026-02-20T16:30:00-06:00,0,"1.00 x 961","1.39 x 771",1.17,200,mid,23400,201,1892,116.48%,-0.7882342133,MLET,N/A,"09:31:28 ET"
BMNR,19.9696,Put,21,2026-02-27T16:30:00-06:00,7,"1.60 x 57","1.80 x 652",1.7,200,mid,34000,200,493,98.89%,-0.6161889623,MLET,N/A,"09:31:28 ET"
RCAT,12.885,Put,13,2026-02-27T16:30:00-06:00,7,"0.84 x 391","1.25 x 32",1.17,150,mid,17500,185,178,136.69%,-0.4798127001,MLET,N/A,"09:31:29 ET"
GME,23.705,Put,20,2026-03-20T16:30:00-05:00,28,"0.22 x 400","0.32 x 427",0.22,400,bid,8800,400,2024,54.60%,-0.1171676706,AUTO,N/A,"09:31:30 ET"
MSFT,395.68,Put,400,2026-02-20T16:30:00-06:00,0,"5.05 x 23","5.30 x 10",5.13,285,mid,146200,2264,9206,26.95%,-0.7781219857,SLAN,N/A,"09:31:31 ET"
OWL,10.64,Put,11,2026-03-20T16:30:00-05:00,28,"0.90 x 45","0.95 x 1",0.95,114,ask,10800,356,20064,61.88%,-0.5477248617,AUTO,N/A,"09:31:34 ET"
NVO,47.58,Put,50,2026-03-20T16:30:00-05:00,28,"3.65 x 524","3.80 x 74",3.72,142,mid,52800,202,33384,43.17%,-0.6372353773,MLET,N/A,"09:31:35 ET"
NOK,7.62,Call,8,2026-06-18T16:30:00-05:00,118,"0.59 x 5","0.60 x 28",0.6,125,ask,7500,390,24813,42.63%,0.47933959164061,AUTO,N/A,"09:31:35 ET"
MSTR,131.83,Put,122,2026-02-20T16:30:00-06:00,0,"0.14 x 11","0.18 x 2",0.18,550,ask,9900,591,1831,91.50%,-0.0489026513,MLAT,N/A,"09:31:36 ET"
NEM,124.42,Call,124,2026-02-20T16:30:00-06:00,0,"1.80 x 84","2.53 x 27",1.8,394,bid,70900,509,243,77.22%,0.54230046344412,AUTO,SellToOpen,"09:31:36 ET"
PFE,26.67,Put,23,2027-01-15T16:30:00-06:00,329,"1.05 x 894","1.14 x 500",1.14,500,ask,57000,500,36232,25.91%,-0.2505682273,AUTO,N/A,"09:31:37 ET"
XOM,150.07,Call,160,2026-03-20T16:30:00-05:00,28,"1.89 x 498","1.95 x 425",1.89,498,bid,94100,1029,11846,31.56%,0.247374020116,AUTO,N/A,"09:31:37 ET"
WBD,28.69,Call,31,2026-04-17T16:30:00-05:00,56,"0.36 x 4","0.41 x 250",0.41,250,ask,10200,250,27894,25.47%,0.25162669855672,AUTO,N/A,"09:31:38 ET"
PLTR,132.148,Call,140,2026-03-13T16:30:00-05:00,21,"3.55 x 220","3.65 x 222",3.65,222,ask,81000,359,1639,52.51%,0.35244967711383,AUTO,N/A,"09:31:40 ET"
OPEN,5.2125,Call,5,2026-02-20T16:30:00-06:00,0,"0.46 x 1379","0.47 x 64",0.46,967,bid,44400,6460,30752,118.95%,0.75990168147526,SLAN,N/A,"09:31:40 ET"
OXY,51.73,Call,80,2027-01-15T16:30:00-06:00,329,"1.02 x 200","1.19 x 1461",1.02,200,bid,20400,410,16342,35.05%,0.13426266282255,AUTO,N/A,"09:31:40 ET"
NOW,105.855,Call,112,2026-03-06T16:30:00-06:00,14,"1.75 x 1108","3.20 x 1202",2.34,300,mid,70200,300,41,55.84%,0.32685619278491,MLET,ToOpen,"09:31:42 ET"
NOW,105.855,Call,110,2026-02-27T16:30:00-06:00,7,"1.70 x 228","2.00 x 366",1.94,300,mid,58200,405,1654,58.08%,0.33405387952258,MLET,N/A,"09:31:42 ET"
OPEN,5.2125,Call,5,2026-02-20T16:30:00-06:00,0,"0.43 x 118","0.45 x 200",0.45,200,ask,9000,6460,30752,118.95%,0.75990168147526,AUTO,N/A,"09:31:43 ET"
WMT,122.565,Put,120,2026-03-20T16:30:00-05:00,28,"2.34 x 9","2.45 x 26",2.36,247,mid,58200,382,14262,27.91%,-0.3683385195,SLAN,N/A,"09:31:43 ET"
COIN,168.36,Call,170,2026-02-20T16:30:00-06:00,0,"1.06 x 10","1.25 x 1",1.2,300,mid,36000,1448,10455,65.62%,0.39573545968128,AUTO,N/A,"09:31:44 ET"
NVDA,187.72,Call,185,2026-02-20T16:30:00-06:00,0,"2.38 x 59","2.46 x 76",2.41,2000,mid,482000,5153,47756,25.76%,0.86531987973575,MLET,N/A,"09:31:44 ET"
TTD,25.13,Call,25,2026-02-27T16:30:00-06:00,7,"1.80 x 721","2.43 x 857",2.09,184,mid,38400,193,527,145.85%,0.55176550876124,MLET,N/A,"09:31:44 ET"
TTD,25.13,Call,25,2026-03-06T16:30:00-06:00,14,"2.01 x 985","2.65 x 871",2.35,184,mid,43200,193,557,116.08%,0.55670532041059,MLET,N/A,"09:31:44 ET"
NKE,65.5393,Call,69,2026-02-27T16:30:00-06:00,7,"0.21 x 599","0.52 x 772",0.41,830,mid,34000,1001,674,41.34%,0.19306060326611,SLAN,N/A,"09:31:44 ET"
OPEN,5.2125,Call,5.5,2026-02-27T16:30:00-06:00,7,"0.26 x 762","0.28 x 220",0.28,220,ask,6100,1191,7235,98.15%,0.37373561612965,AUTO,N/A,"09:31:46 ET"
TSLA,407.865,Call,500,2026-04-02T16:30:00-05:00,41,"2.19 x 1","2.32 x 112",2.18,855,bid,186300,7645,9580,41.14%,0.084090277671367,SLAN,N/A,"09:31:47 ET"
AUR,4.7414,Put,4,2026-09-18T16:30:00-05:00,210,"0.45 x 4875","0.65 x 8198",0.6,4000,mid,240000,4840,4855,73.70%,-0.270221304,AUTO,N/A,"09:31:49 ET"
FSLY,18.6693,Call,20,2026-03-06T16:30:00-06:00,14,"0.55 x 1698","1.10 x 1734",0.55,130,bid,7100,307,3676,82.56%,0.36827893916675,AUTO,N/A,"09:31:49 ET"
CIFR,15.73,Call,21,2026-03-20T16:30:00-05:00,28,"0.60 x 131","0.60 x 200",0.6,200,ask,12000,400,19960,116.67%,0.23450687454696,AUTO,N/A,"09:31:49 ET"
OWL,10.64,Put,10,2026-02-20T16:30:00-06:00,0,"0.05 x 997","0.15 x 2863",0.15,3551,ask,53200,12476,1978,181.85%,-0.2411040736,ISOI,N/A,"09:31:51 ET"
AAPL,259.32,Call,262.5,2026-02-20T16:30:00-06:00,0,"0.23 x 434","0.24 x 7",0.23,434,bid,9900,3842,8078,23.50%,0.16231118474094,AUTO,N/A,"09:31:51 ET"
RIVN,15.255,Call,15.5,2026-02-20T16:30:00-06:00,0,"0.10 x 1237","0.11 x 1170",0.1,1237,bid,12300,1760,3918,65.77%,0.3276884199797,AUTO,N/A,"09:31:56 ET"
AEM,226.03,Call,240,2026-03-20T16:30:00-05:00,28,"7.00 x 140","7.50 x 38",7,140,bid,98000,140,277,49.03%,0.36028289445201,AUTO,N/A,"09:31:56 ET"
ALAB,130.52,Call,132,2026-02-27T16:30:00-06:00,7,"5.25 x 335","6.95 x 139",6.4,200,mid,128000,200,379,97.64%,0.49575714035525,AUTO,N/A,"09:31:57 ET"
GOOGL,306.93,Call,310,2026-02-20T16:30:00-06:00,0,"0.65 x 5","0.69 x 50",0.64,207,bid,13200,7814,12630,29.64%,0.26346469563317,SLAI,N/A,"09:31:57 ET"
FLO,9.96,Put,10,2026-03-20T16:30:00-05:00,28,"0.60 x 192","0.75 x 129",0.6,299,bid,17900,350,2236,50.79%,-0.4924485143,AUTO,N/A,"09:31:57 ET"
NOK,7.62,Call,8,2026-06-18T16:30:00-05:00,118,"0.60 x 814","0.61 x 2",0.6,132,bid,7900,390,24813,42.63%,0.47933959164061,AUTO,N/A,"09:31:58 ET"
HPQ,18.41,Put,18.5,2026-02-27T16:30:00-06:00,7,"0.68 x 22","1.10 x 297",0.87,380,mid,33000,382,1095,80.48%,-0.4964616799,AUTO,N/A,"09:32:00 ET"
AUR,4.7414,Put,3,2026-09-18T16:30:00-05:00,210,"0.05 x 7175","0.45 x 8151",0.25,4422,mid,110500,4500,4503,77.15%,-0.1345666404,AUTO,N/A,"09:32:01 ET"
HOOD,77.16,Call,80,2026-03-20T16:30:00-05:00,28,"4.05 x 1192","4.40 x 10",4.4,200,ask,88000,307,6426,66.00%,0.46370286095111,AUTO,N/A,"09:32:02 ET"
IREN,42.8599,Call,46,2026-02-27T16:30:00-06:00,7,"1.30 x 102","1.31 x 857",1.3,338,bid,43900,591,1767,103.98%,0.33935018175307,AUTO,N/A,"09:32:02 ET"
HTZ,4.5101,Put,4.5,2026-02-20T16:30:00-06:00,0,"0.09 x 145","0.10 x 860",0.1,860,ask,8600,903,6331,112.64%,-0.4725084694,AUTO,N/A,"09:32:02 ET"
IREN,42.8599,Call,46,2026-02-27T16:30:00-06:00,7,"1.05 x 1","1.30 x 857",1.29,112,mid,14400,591,1767,103.98%,0.33935018175307,SLAN,N/A,"09:32:02 ET"
GOOGL,306.93,Call,310,2026-02-20T16:30:00-06:00,0,"0.63 x 62","0.66 x 2",0.63,244,bid,15300,7814,12630,29.64%,0.26346469563317,SLAI,N/A,"09:32:02 ET"
GOOG,307.455,Call,310,2026-02-20T16:30:00-06:00,0,"0.75 x 138","0.79 x 1",0.75,132,bid,9900,4026,7484,31.99%,0.31481122501156,SLAN,N/A,"09:32:03 ET"
GOOG,307.455,Call,350,2026-03-27T16:30:00-05:00,35,"1.24 x 18","1.31 x 1",1.25,200,mid,25000,215,696,30.75%,0.1004025903583,AUTO,N/A,"09:32:05 ET"
UAL,109.28,Call,130,2026-06-18T16:30:00-05:00,118,"5.70 x 544","6.75 x 542",6.2,1000,mid,620000,1000,5427,54.81%,0.3252010813512,SLFT,N/A,"09:32:06 ET"
LUNR,17.6765,Put,5,2028-01-21T16:30:00-06:00,700,"0.92 x 983","1.00 x 799",1,799,ask,79900,800,406,100.41%,-0.0502846129,AUTO,BuyToOpen,"09:32:06 ET"
OPEN,5.2125,Call,5,2026-03-20T16:30:00-05:00,28,"0.66 x 1341","0.70 x 375",0.7,375,ask,26200,1332,9881,85.10%,0.62031667793324,AUTO,N/A,"09:32:06 ET"
C,115.08,Put,110,2026-03-20T16:30:00-05:00,28,"2.20 x 214","2.77 x 98",2.27,1000,mid,227000,1007,15638,37.42%,-0.3090291274,SLFT,N/A,"09:32:07 ET"
HAL,35.48,Call,35.5,2026-02-20T16:30:00-06:00,0,"0.16 x 987","0.34 x 4",0.34,1187,ask,40300,1214,3565,48.82%,0.49690920555147,AUTO,N/A,"09:32:07 ET"
MSTR,131.83,Call,135,2026-02-20T16:30:00-06:00,0,"0.85 x 1","0.93 x 59",0.85,493,bid,41900,983,13010,78.60%,0.28806154044416,AUTO,N/A,"09:32:11 ET"
LMND,58.9,Put,61,2026-02-27T16:30:00-06:00,7,"2.95 x 385","5.80 x 284",2.9,221,bid,64000,300,434,98.70%,-0.5730762976,AUTO,N/A,"09:32:11 ET"
OPEN,5.2125,Call,4,2026-02-20T16:30:00-06:00,0,"1.31 x 31","1.35 x 4",1.31,212,bid,27700,281,2846,0.00%,0,AUTO,N/A,"09:32:12 ET"
M,22.14,Put,22,2026-02-20T16:30:00-06:00,0,"0.07 x 324","0.63 x 510",0.45,5436,mid,244600,5490,882,56.64%,-0.4087820379,SLFT,ToOpen,"09:32:15 ET"
INTC,43.63,Put,43.5,2026-02-20T16:30:00-06:00,0,"0.37 x 1609","0.43 x 695",0.43,695,ask,29800,1039,3815,59.10%,-0.4544587335,AUTO,N/A,"09:32:15 ET"
MSTR,131.83,Call,130,2026-02-27T16:30:00-06:00,7,"6.70 x 1","7.00 x 500",7,500,ask,350000,1144,24460,85.00%,0.57281958298316,AUTO,N/A,"09:32:16 ET"
PLTR,132.148,Call,146,2026-02-27T16:30:00-06:00,7,"0.50 x 400","0.52 x 174",0.5,400,bid,20000,453,1841,54.33%,0.10061867163545,AUTO,N/A,"09:32:16 ET"
PBR,15.71,Call,20,2026-07-17T16:30:00-05:00,147,"0.25 x 976","0.28 x 2111",0.25,976,bid,24400,1000,6617,34.28%,0.15376670843868,AUTO,N/A,"09:32:17 ET"
TSLA,407.865,Call,500,2026-04-02T16:30:00-05:00,41,"2.12 x 91","2.21 x 53",2.14,1000,mid,214000,7645,9580,41.14%,0.084090277671367,SLAN,N/A,"09:32:18 ET"
GOOG,307.455,Call,322.5,2026-02-27T16:30:00-06:00,7,"0.96 x 201","1.00 x 400",1,400,ask,40000,767,427,32.12%,0.14976267125651,AUTO,N/A,"09:32:19 ET"
CELH,47.075,Call,39,2026-03-06T16:30:00-06:00,14,"9.45 x 121","9.50 x 10",9.5,480,ask,456000,1480,16123,127.36%,0.81187826800992,AUTO,N/A,"09:32:20 ET"
OWL,10.64,Put,10,2026-03-20T16:30:00-05:00,28,"0.50 x 584","0.55 x 49",0.55,249,ask,13600,941,14447,72.02%,-0.3447975458,AUTO,N/A,"09:32:21 ET"
AVGO,332.94,Put,332.5,2026-02-23T16:30:00-06:00,3,"5.20 x 12","5.20 x 1",5.15,120,bid,61800,219,162,42.40%,-0.4766081106,AUTO,N/A,"09:32:22 ET"
OPEN,5.2125,Call,6,2026-04-17T16:30:00-05:00,56,"0.50 x 289","0.53 x 508",0.5,289,bid,14400,581,62,88.59%,0.41463898688451,AUTO,N/A,"09:32:22 ET"
AVGO,332.94,Put,325,2026-02-25T16:30:00-06:00,5,"4.70 x 1","5.25 x 61",4.7,116,bid,54500,131,22,53.10%,-0.3354043421,AUTO,SellToOpen,"09:32:22 ET"
MSTR,131.83,Put,100,2026-03-06T16:30:00-06:00,14,"0.98 x 691","1.00 x 300",1,300,ask,30000,302,8455,106.07%,-0.0748752791,AUTO,N/A,"09:32:23 ET"
GRAL,49.4,Put,75,2026-02-20T16:30:00-06:00,0,"24.30 x 38","27.20 x 6",24.3,194,bid,471400,272,271,550.53%,-0.9060425503,AUTO,N/A,"09:32:24 ET"
OWL,10.64,Put,11,2026-03-20T16:30:00-05:00,28,"0.90 x 1427","1.00 x 100",1,150,ask,15000,356,20064,61.88%,-0.5477248617,ISOI,N/A,"09:32:24 ET"
HIMS,15.8301,Call,16,2026-02-27T16:30:00-06:00,7,"1.10 x 10","1.11 x 475",1.11,475,ask,52700,524,3952,143.34%,0.5195311063829,AUTO,N/A,"09:32:26 ET"
SOFI,19.08,Put,17,2026-02-27T16:30:00-06:00,7,"0.14 x 1091","0.16 x 772",0.14,489,bid,6800,503,1973,77.97%,-0.1294520173,SLAN,N/A,"09:32:26 ET"
NVO,47.58,Call,46.5,2026-02-20T16:30:00-06:00,0,"1.11 x 65","1.45 x 98",1.27,138,mid,17500,559,760,59.06%,0.77745837933032,MLET,N/A,"09:32:29 ET"
NVO,47.58,Call,47,2026-02-20T16:30:00-06:00,0,"0.68 x 38","1.02 x 163",0.86,138,mid,11800,559,2390,52.96%,0.67708348571975,MLET,N/A,"09:32:29 ET"
COIN,168.36,Put,150,2026-02-27T16:30:00-06:00,7,"1.51 x 575","1.68 x 128",1.58,189,mid,29800,424,1377,82.03%,-0.1403165834,SLAN,N/A,"09:32:30 ET"
MRNA,49.5351,Call,50,2026-02-20T16:30:00-06:00,0,"0.53 x 400","0.62 x 283",0.53,400,bid,21200,487,3378,68.47%,0.40437046661183,AUTO,N/A,"09:32:31 ET"
OPEN,5.2125,Call,5.5,2026-02-27T16:30:00-06:00,7,"0.19 x 300","0.22 x 5",0.22,241,ask,5300,1191,7235,98.15%,0.37373561612965,AUTO,N/A,"09:32:33 ET"
SOFI,19.08,Put,25,2027-01-15T16:30:00-06:00,329,"7.45 x 3129","8.80 x 2933",8.03,220,mid,176600,220,15291,60.80%,-0.5686198331,MLAT,N/A,"09:32:35 ET"
SOFI,19.08,Call,45,2027-01-15T16:30:00-06:00,329,"0.70 x 1","1.22 x 4547",0.94,220,mid,20600,220,6390,69.81%,0.18029404165396,MLAT,N/A,"09:32:35 ET"
MSFT,395.68,Call,450,2026-03-20T16:30:00-05:00,28,"0.90 x 176","0.95 x 355",0.96,708,ask,67900,1142,24049,29.84%,0.068089619826315,ISOI,N/A,"09:32:36 ET"
GOSS,2.0795,Put,2,2026-03-20T16:30:00-05:00,28,"1.20 x 5","1.25 x 1",1.24,1999,mid,247800,2037,55565,646.19%,-0.1794348646,MLET,N/A,"09:32:37 ET"
GOSS,2.0795,Put,2,2026-02-20T16:30:00-06:00,0,"0.05 x 31","0.20 x 117",0.1,1999,mid,19900,2007,32000,322.43%,-0.3756337583,MLET,N/A,"09:32:37 ET"
OXY,51.73,Put,50,2026-02-27T16:30:00-06:00,7,"0.50 x 200","0.79 x 1590",0.5,200,bid,10000,213,560,41.72%,-0.2665806911,AUTO,N/A,"09:32:37 ET"
GOOG,307.455,Call,322.5,2026-02-27T16:30:00-06:00,7,"0.99 x 460","1.03 x 200",1.03,200,ask,20600,767,427,32.12%,0.14976267125651,AUTO,N/A,"09:32:37 ET"
COIN,168.36,Put,150,2026-02-27T16:30:00-06:00,7,"1.27 x 442","1.63 x 709",1.45,122,mid,17600,424,1377,82.03%,-0.1403165834,SLAN,N/A,"09:32:38 ET"
ONDS,11.02,Call,12.5,2026-03-06T16:30:00-06:00,14,"0.55 x 3256","0.84 x 1883",0.55,227,bid,12400,931,2572,124.03%,0.34764765394037,AUTO,N/A,"09:32:39 ET"
TSLA,407.865,Call,500,2026-04-02T16:30:00-05:00,41,"2.13 x 2601","2.21 x 51",2.13,493,bid,105000,7645,9580,41.14%,0.084090277671367,AUTO,N/A,"09:32:40 ET"
OPEN,5.2125,Call,4.5,2026-02-20T16:30:00-06:00,0,"0.75 x 157","0.80 x 103",0.75,253,bid,18900,1639,11931,0.00%,0,AUTO,N/A,"09:32:41 ET"
NVDA,187.72,Put,185,2026-02-20T16:30:00-06:00,0,"0.50 x 5","0.51 x 164",0.5,9899,bid,494900,13760,50806,34.93%,-0.2066169611,AUTO,N/A,"09:32:41 ET"
RDDT,146.44,Call,165,2026-03-20T16:30:00-05:00,28,"3.95 x 1308","5.55 x 163",4.96,144,mid,71400,241,2892,68.99%,0.3034564375221,SLAN,N/A,"09:32:42 ET"
NOC,730.87,Call,760,2026-03-20T16:30:00-05:00,28,"12.70 x 11","17.40 x 42",14.92,110,mid,164100,110,93,32.25%,0.35445041914133,SLAN,ToOpen,"09:32:44 ET"
FIVN,17.68,Call,17.5,2026-02-20T16:30:00-06:00,0,"0.50 x 222","0.70 x 12",0.5,150,bid,7500,230,1228,172.85%,0.56354269580031,AUTO,N/A,"09:32:45 ET"
INTC,43.63,Put,45,2026-02-20T16:30:00-06:00,0,"1.47 x 139","1.49 x 50",1.49,250,ask,37200,434,24070,64.33%,-0.8178662664,AUTO,N/A,"09:32:46 ET"
MSFT,395.68,Call,400,2026-02-20T16:30:00-06:00,0,"0.57 x 3","0.62 x 126",0.6,300,mid,18000,2234,17964,24.33%,0.19852857435754,SLAN,N/A,"09:32:46 ET"
HOOD,77.16,Call,73,2026-02-20T16:30:00-06:00,0,"4.15 x 238","4.15 x 48",4.15,168,ask,69700,223,3422,71.51%,0.93484182899518,AUTO,N/A,"09:32:48 ET"
EQX,17.455,Call,17.5,2026-02-20T16:30:00-06:00,0,"0.40 x 200","0.40 x 324",0.4,200,ask,8000,352,7109,88.67%,0.48774372042106,AUTO,N/A,"09:32:48 ET"
WMT,122.565,Put,125,2026-02-20T16:30:00-06:00,0,"2.21 x 33","2.28 x 392",2.28,392,ask,89300,2796,11863,32.16%,-0.8787939926,AUTO,N/A,"09:32:49 ET"
TTWO,198.575,Put,197.5,2026-02-20T16:30:00-06:00,0,"1.30 x 86","1.50 x 2",1.3,164,bid,21300,300,77,46.20%,-0.4045317912,AUTO,N/A,"09:32:49 ET"
HL,23.48,Call,28,2026-03-20T16:30:00-05:00,28,"0.76 x 2760","1.03 x 5699",0.89,200,mid,17800,209,18403,88.85%,0.2805052601356,SLAN,N/A,"09:32:49 ET"
TTWO,198.575,Put,197.5,2026-02-20T16:30:00-06:00,0,"1.00 x 1","1.50 x 52",1.4,130,mid,18200,300,77,46.20%,-0.4045317912,AUTO,N/A,"09:32:50 ET"
SOUN,7.74,Call,9.5,2026-02-27T16:30:00-06:00,7,"0.05 x 3523","0.15 x 2283",0.15,1262,ask,18900,1301,1653,149.06%,0.18779702827473,AUTO,N/A,"09:32:50 ET"
OPEN,5.2125,Call,5.5,2026-03-06T16:30:00-06:00,14,"0.29 x 114","0.33 x 554",0.3,300,mid,9000,413,5269,96.92%,0.4283325937796,AUTO,N/A,"09:32:51 ET"
SEM,15.15,Put,15,2026-06-18T16:30:00-05:00,118,"0.10 x 10","0.75 x 1",0.6,999,mid,59900,1000,46,20.94%,-0.4257614049,AUTO,ToOpen,"09:32:52 ET"
KLAR,13.39,Call,20,2026-03-20T16:30:00-05:00,28,"0.10 x 1415","0.20 x 82",0.15,400,mid,6000,437,5881,99.78%,0.096191583913944,SLAN,N/A,"09:32:52 ET"
KTOS,103.15,Call,105,2026-02-20T16:30:00-06:00,0,"1.10 x 68","1.95 x 35",1.33,128,mid,17000,212,1270,98.49%,0.37451861749936,AUTO,N/A,"09:32:52 ET"
TSM,361.585,Call,310,2026-04-17T16:30:00-05:00,56,"59.00 x 28","60.00 x 82",60,150,ask,900000,150,1775,48.21%,0.82400755441927,AUTO,N/A,"09:32:53 ET"
PYPL,41.975,Call,40.5,2026-02-20T16:30:00-06:00,0,"1.32 x 219","1.40 x 200",1.4,200,ask,28000,256,4815,0.00%,0,AUTO,N/A,"09:32:53 ET"
GOOGL,306.93,Put,305,2026-02-23T16:30:00-06:00,3,"2.03 x 63","2.10 x 50",2.1,250,ask,52500,269,280,27.08%,-0.3902372279,AUTO,N/A,"09:32:54 ET"
NKE,65.5393,Put,64,2026-02-27T16:30:00-06:00,7,"0.77 x 693","0.96 x 1618",0.88,101,mid,8800,999,452,44.37%,-0.3368485655,SLAN,N/A,"09:32:55 ET"
NKE,65.5393,Put,64,2026-02-27T16:30:00-06:00,7,"0.77 x 784","0.96 x 1605",0.93,843,mid,78300,999,452,44.37%,-0.3368485655,SLAN,ToOpen,"09:32:55 ET"
AMZN,206.1289,Put,180,2026-03-20T16:30:00-05:00,28,"1.22 x 105","1.23 x 24",1.22,531,bid,64700,1215,17605,40.81%,-0.1005934095,ISOI,N/A,"09:32:55 ET"
AMZN,206.1289,Call,207.5,2026-02-20T16:30:00-06:00,0,"0.52 x 54","0.55 x 161",0.54,700,mid,37800,8623,25773,29.18%,0.33608220002108,SLAN,N/A,"09:32:57 ET"
